fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
7.847755927926436,0.5647810144265937,0.10760323592223828,2.4812825361634894,0.0632777724069826,32.70084244604468,45.19569586426527,0.9940717831569328,3.451057414683115,0.7275783933611354,12.666113711770274,8
10.776772828249015,0.34963685270326916,0.5402551221351377,2.631073522211641,0.07344117971053993,5.540340985784092,17.81424580537567,0.9972317596833388,3.144030662412834,0.6490476873863378,11.051338449450203,8
12.639201633039773,0.3152499791007095,0.7378607412965421,2.250187690510603,0.07369332189137455,5.6687640894871585,30.5438800308002,0.9987668434556308,2.880470700032793,0.812895292396302,9.770861269502433,8
5.548191964385702,0.4976666776808114,0.046830060038417866,1.7282573702219572,0.04661200314007106,28.368532411064518,87.01913871795932,0.9907252887588102,3.490689293574924,0.8207638503104089,13.911943359986763,8
7.736457625166602,0.5692909621668318,0.08655947129338636,2.217015154274861,0.06391012905945369,34.26650683736807,46.82477751709143,0.994115902195488,3.4623564197673913,0.7320102536963385,12.743714880414542,8
10.457228312019827,0.31481281423926205,0.4415007160398737,6.453810054468785,0.07171615074961624,4.980608534943852,13.570947127739336,0.99749428025007,3.2362411690445048,0.8097921920526927,12.568768074671748,8
7.092855810877122,0.3444979746140553,0.3038198791318994,1.680908576045029,0.06334266204301846,3.2356312015926116,14.435114952109272,0.9961549561516777,3.2342274168973373,1.080692341656067,10.057492138831602,8
10.72686928815304,0.34018659548713437,0.5260283191469974,2.679355223793152,0.0693513710668899,4.954842376667917,14.282163003684262,0.997155617348497,3.1539161356191214,0.6514272642810504,10.99900370334042,8
7.78390246224493,0.5313853404224916,0.35726248291529106,2.5096780523212634,0.07449188982435365,8.372941861842463,19.904160693967746,0.9923529241361169,3.185532921106564,0.700383862334632,13.085001520939253,8
4.991477569040796,0.40785470241890215,0.23190624715145836,2.2404659161154403,0.05774546125883628,20.141506234414347,50.36785429849164,0.9917078162415071,3.730335928217471,0.7372672761267757,14.073753088247893,8
7.15038343869575,0.32136503251218024,0.3279476387017873,1.6680637707856256,0.059737692511099665,2.2993856891431887,8.409094111523622,0.9961033156503802,3.2178499180033007,1.105925528612558,9.929522068068056,8
5.611790328241859,0.8614151588192245,0.044578062489192154,1.4263113960240879,0.04716044400734661,10.334628684331808,90.77215266185462,0.9923109959459584,3.5588159162666657,0.8138381087183919,12.977596059302568,8
5.5296814804582075,0.501721625353714,0.03366626282798115,1.7463032947428454,0.04027287430167894,27.782866929674203,87.00844399611839,0.9909091691344192,3.504794835469958,0.810742784544007,13.96540874835038,8
7.316942905264931,0.35932236741315154,0.312573827757527,1.876546368661712,0.07555303185995767,16.747162530560946,23.33934818622992,0.9940705088473408,3.242779781883272,0.6994210385359267,11.40878474079798,8
12.597445369577748,0.3145420538886035,0.7049514037257912,2.2365471173224596,0.07025151898847475,5.802772161520073,27.98823836798719,0.9988089317280766,2.8700944484712942,0.8129292235471239,9.8092960348536,8
5.121039895971365,0.41990386666582313,0.22682302708619223,1.941770055661359,0.05948080131673971,18.516062093490394,50.73416470319106,0.9915397123608963,3.711485982341635,0.7415842830213787,13.976891419796923,8
12.486030445042967,0.2990915455487216,0.7345344272769591,2.185308132417388,0.07163894260414445,6.455727777443882,27.515993142043218,0.998690229707546,2.8822253262706603,0.8111865069180465,9.758767209455337,8
10.225825865394041,0.3402991524117374,0.4571670681777358,6.499519120664068,0.07245501554190296,4.278443892880967,12.036308165541866,0.997751890373577,3.2339599763287166,0.8191083173267226,12.579991409334976,8
9.474756102510757,0.3125810233595177,0.5574640810655181,2.8913967409808805,0.079291126925697,6.235468467776271,16.076446272368912,0.996465155694324,3.141417160004406,0.9170438726286552,11.645108838653456,8
9.106735596006706,0.40324349253736325,0.5166898532264376,1.7111262346973242,0.06990295490893882,7.333511143043152,15.511816719201638,0.99465936334651,3.2130433057291836,0.6899016820853122,12.606148491293832,8
12.613127728623178,0.30216726698838287,0.7066543484171875,2.175254710793828,0.0705892408894775,6.165310242931413,28.139371777855366,0.9986020299489893,2.868253879455838,0.8339533119084185,9.773969239986158,8
7.988786437994754,0.5379414982284395,0.34910431341531345,2.6299165633780284,0.07925831384425329,8.254465872871586,18.42458105111463,0.9922813358682874,3.20484015036299,0.7217050550362512,13.162702839116088,8
10.231035537924791,0.31366322194852453,0.44933284779930377,6.3954577267953905,0.07306184283169441,5.495862578432515,13.452795291204835,0.9977256282191433,3.2231486212095897,0.8243045954907191,12.655573418479417,8
9.054895999931396,0.400893030306668,0.5059300742906172,1.8191638082834922,0.07068905342252199,7.027980549012002,16.656547152602492,0.9946641381683796,3.2106241254762313,0.6846684253563641,12.519635686564053,8
12.544186881402673,0.31283628235038025,0.6966612262339341,2.27619827674512,0.07040845356023011,5.819002811628145,30.019978809986945,0.9987831901034984,2.879322509208574,0.821905123940663,9.79265932024778,8
5.469758742791319,0.48687816756972163,0.027451148292678147,1.7166865386424348,0.04299285070296801,28.2540621709163,86.84449092912185,0.9908068957260211,3.5089972015393966,0.8176550075670308,14.010484232077564,8
7.3163368104259385,0.3666898458736725,0.31720353419449404,1.9432232760955606,0.05441704887210085,15.313609416937036,27.295627050967394,0.9946936733601374,3.2318769473250795,0.7602530652127218,11.330956256832305,8
7.052262060613878,0.349511678269858,0.32938083139647245,1.6848744326089464,0.0628895146949273,3.4647369036509374,16.01544546772903,0.9960716413528036,3.225355872918558,1.1055376761365765,10.00543567250101,8
4.896282704874283,0.4221737416721157,0.25227282944376855,2.0882130234882115,0.058139482078489416,18.105508502389295,51.549397745875964,0.9917242354664738,3.7227874963316694,0.7357313322962531,13.915233752424788,8
5.381391121589603,0.49417853177049564,0.041945376460538204,1.8757137042924492,0.03845437132906888,27.90412983011771,89.69414250713692,0.9907841179421059,3.5166075922930946,0.8166033411564596,13.901623407372519,8
5.121736405281072,0.4161342926746016,0.23062828904962998,2.05542906682277,0.06014395339726267,18.443490478793066,51.728141896865495,0.9915678668993235,3.7257372963807747,0.735849256043199,14.081641201067672,8
7.146639678783895,0.3657051523712829,0.3180560337888381,1.9973521731330643,0.05531022787695471,15.293027557471811,28.230973838168964,0.9948091387779876,3.229541348222042,0.7556845200478717,11.157453355742666,8
8.571628560318045,0.41923766970357,0.38029490870506544,1.8831382036164324,0.06655378078988455,6.379606355634746,8.077826626901876,0.99520111863563,3.343537985994126,0.6914782759069952,11.710587207190292,8
7.059769844502888,0.32704201249058223,0.3305280996357885,1.6964403565029755,0.06325048905720876,2.85665682787209,10.946859212567356,0.9959433473234763,3.2252210715902905,1.096894016828999,9.987286920451055,8
8.577211906477046,0.4264933506299568,0.3964148525325779,1.84584127352094,0.06125136892868603,5.61905701506046,13.063276524976995,0.9952701962819215,3.35527117971359,0.70278257773939,11.708699868211976,8
7.8752569698554,0.5782920286060065,0.08183358309496616,2.368429711488264,0.06889149931866899,34.3118319692085,44.830035464356286,0.9941927832678319,3.4531334218329226,0.7628622184630935,12.638324068761483,8
7.221969190729682,0.337001217684432,0.33769364135707686,1.8214932248712408,0.06360383393499099,2.930399075221636,12.298662942927663,0.996024613530154,3.230020842779982,1.0951535528080736,10.018972799688267,8
8.590632062114755,0.42904423939046965,0.3850592241814368,1.8029531432571857,0.06644943502080235,6.7451341367362625,7.83130942776867,0.9952425963792919,3.361144156660298,0.6925088276814861,11.711146163277036,8
7.764090489616762,0.3665063664643454,0.4543226206030396,3.582243429264939,0.07688708435127106,15.926125985665275,36.97807159707932,0.9973624878629672,3.3511658140930027,0.8688576762698909,12.94937977093053,8
10.671517528349352,0.35356775387816397,0.5369088045762271,2.6943289803070782,0.07124525225603313,5.522734938815235,14.192945957401927,0.9972274426632721,3.1416347693842197,0.6477322716955678,11.007032345875903,8
7.812759472375765,0.5800595460015276,0.08182683696272323,2.399520324573696,0.06631148894290796,34.12153173993769,43.789957084418624,0.9941523775081242,3.476882274881166,0.7315145178120074,12.772943931374762,8
7.813860516623791,0.3545195975774632,0.4513295628367976,3.570020928706135,0.07643504513566338,15.953613710704108,38.42005408091043,0.9974853651961546,3.3636621741474055,0.8748324317173382,12.718916200513865,8
7.956876963322536,0.5226117008609581,0.35017920272026637,2.432043952871845,0.07200843183113093,8.125743496626196,15.280872616580304,0.9922814293537,3.203885028245738,0.7258552165889273,13.155190494965137,8
5.076867752224503,0.41858589745303987,0.24106134451868205,2.0891874227745326,0.06521837573712945,18.74968659601716,48.44032123449693,0.9917697079775152,3.729889420653941,0.7427194954332299,14.012242126168672,8
9.954087129065131,0.2520590809789085,0.5257833249262465,1.7957550431024107,0.08536052028462883,41.64722679718442,74.31000215413304,0.9945021637083622,2.9779304227524137,0.6423778073869292,11.814593745524958,8
7.46303815612802,0.36211797737298945,0.3083654579252213,1.6923016357441156,0.07438724552009672,16.632516452470508,25.457234887760972,0.9942324911044387,3.245615837495641,0.70657266503968,11.415341986178419,8
4.990469171884376,0.41276101841453766,0.2360247300018578,1.9886206100444364,0.060433961515134756,18.99667267640544,49.327301030231,0.99181525829857,3.716716797546072,0.7395909538231521,14.09231847905442,8
5.699628349091788,0.8555429285679472,0.03628298098119723,1.406926531845824,0.04653393427249341,12.241899656092482,90.45090599031609,0.992370884286985,3.5494930726746214,0.8116660723451524,12.913801986424193,8
5.776664948175316,0.858977943271191,0.025486414330897274,1.3283306051514188,0.046829568996848106,11.260773649711119,85.86405054289872,0.9924562391125404,3.5800921060363438,0.8157902302578776,12.857576431101986,8
7.805015710251594,0.3610145505684958,0.4688325254969602,3.615001509856639,0.07284908797795017,14.765497475420325,34.5710767692436,0.997324815227561,3.339096776323278,0.8702811715073386,12.766675736420021,8
11.366829328300788,0.6348187788587851,0.6615927296378014,5.218017558344072,0.08513375212698022,6.11118560338105,16.42870388281664,0.9987400730325104,3.2223066157516382,0.6958204718905843,13.444209271465363,8
9.213335507530784,0.3846617551765603,0.48783914457315647,1.767518242091643,0.0698770961908661,7.336206878987348,13.24011411587293,0.994737564138658,3.212216063337653,0.6884071094248406,12.52420880458636,8
10.615696907121835,0.3390272721889185,0.5362513310014732,2.737494079265001,0.06960144315367683,4.98645890015819,16.562187305232616,0.9972664575527901,3.153999980118819,0.6650746923703688,10.917196366413851,8
7.7500510630601465,0.5967940935640688,0.09787808521850178,2.3290585998411575,0.06690296932513928,34.127722127732014,43.36665448580088,0.9941293931094023,3.4593047841094555,0.7386583765959801,12.727843806834619,8
10.64907344785027,0.3592387228306799,0.522304629972475,2.6763035624756895,0.0655805728163671,4.353041084614113,13.644347994013811,0.9973031262658832,3.1493856698317906,0.6584268309872084,10.941441736534628,8
7.788468017101561,0.572054050393883,0.09892273004978044,2.201537157063293,0.061669179100568024,33.52371587664333,45.63443035836689,0.9940923072785816,3.461072942229186,0.7418776690002669,12.723711193067297,8
4.969049837396931,0.420293193386281,0.2600903330607835,1.9009537132076828,0.058316878455472544,18.968207996871552,51.376363783220114,0.9916972962130188,3.723719851962506,0.7564945542261454,13.95641689034296,8
7.882779084577877,0.5394796406178601,0.3531660941339357,2.531107449889436,0.07638105390391808,8.266693274072429,18.75540355639443,0.9923098908110948,3.1999859199011946,0.7264259965868848,13.08477091700598,8
10.372778859252518,0.3023031909816474,0.46164475943785627,6.5254174785999,0.07505438759728045,5.12082440026158,14.462116557899868,0.9976702069924088,3.229470077005797,0.8203938947564575,12.57052407954954,8
7.735349718104159,0.34293197931726016,0.4630711861542233,3.531712497584583,0.08202748160442543,14.556605111555752,35.46635655749633,0.997255175577932,3.3397589993820853,0.8584742253794396,12.882178163031234,8
7.1154178526493,0.37897641937026444,0.3056618437668371,2.0096945105799033,0.0552930364031098,14.876428646019134,29.46119540206938,0.9947908771046023,3.245609695110289,0.7598688211521685,11.321741278337335,8
11.35818291200782,0.613448761188193,0.6694536117164003,5.116488117810035,0.0880503270818247,6.789729187801317,19.829997777613222,0.9988555498372554,3.2241526410033794,0.683809935165156,13.46823034041336,8
5.648008326800075,0.84464508943317,0.05430905451099233,1.35140983862402,0.046753279750092656,12.284300642332424,87.20673257239183,0.992364934521971,3.5616194066837785,0.8083374512589135,13.056640474257808,8
7.808066149906048,0.5634163991799217,0.32770552284368676,2.5130573546596975,0.07733729615811348,7.915098668501497,17.275209704720172,0.9925209795277208,3.1951592447083015,0.7226345454520073,13.10253232216875,8
5.048609829146676,0.4176969806109627,0.23247788601734942,1.9666917539483557,0.05994005416868053,18.464140305432377,47.90923772548993,0.9916303609097677,3.7122201678792495,0.7354473027130164,14.081262584337294,8
5.715237718997378,0.8525452335784643,0.03604113352798774,1.3117261032361918,0.04401361832169219,11.627360957211906,86.95162698957029,0.9922683334717275,3.5666664563331176,0.8154246321400757,12.862157159524854,8
7.895742072203729,0.3522195867907333,0.4622993789723679,3.510211931893742,0.07536969619027263,15.00344256476822,37.62105109534008,0.9973799989171844,3.3487607762751455,0.8592418956535293,12.867893012332047,8
5.512459098914251,0.855394477435803,0.050812003849829285,1.272476264997061,0.042206274735373875,12.144144695813731,90.5182705344747,0.9921991467337301,3.564814378113168,0.8204456405923177,12.856311128783789,8
11.375989331263751,0.615632115324296,0.6636185801478062,5.232224541689453,0.08685689057277476,6.295429707980732,20.923419176295845,0.9989394041012685,3.2095183815482176,0.6900629420481017,13.399003681120243,8
7.34964561757559,0.34141183104373973,0.3380218789713178,1.7404058521018615,0.06086563935979904,3.2026695128362443,14.103929250119155,0.9960095084781572,3.241990933455351,1.1148334731296374,10.029046838165307,8
5.423039166244087,0.4940592886370923,0.019787122700511424,1.840065908221081,0.04297417746800657,27.8066020331826,87.13313471341209,0.9906666541572895,3.506987311633174,0.8256523122084318,14.037560181415726,8
5.603409022618786,0.8382204304342423,0.04325560492974378,1.338525453018474,0.04664130820459502,11.733017449266091,87.87433139382634,0.9923113699220848,3.559371616956538,0.8379867165328752,12.831150791739532,8
7.994679461321143,0.34901617006858404,0.4676310725894956,3.6680180884915012,0.07750502369876243,16.06927230352741,34.58186058678334,0.9971473011839104,3.3536249459968235,0.8562539439291601,12.753091276592638,8
11.310018845605056,0.6184245733020766,0.6790808714084905,5.247789325786559,0.08374550392686438,5.709321774874517,17.60433037858811,0.9988357788255037,3.2257441291275044,0.6966877582620757,13.433081450230063,8
5.348248203941305,0.4880034444625936,0.02222032239570254,1.8004932163230183,0.0433420580752021,27.32526112003055,85.65887328762929,0.9906760053686199,3.489635973360044,0.8167282086941773,13.980105330578816,8
10.738510602900512,0.35466086323850354,0.5322686404559991,2.589395916644304,0.07202600635413041,4.143993781427975,16.96010513836348,0.9972469181395769,3.1630062046109706,0.6452116685302915,10.924398872851778,8
7.7149909687591185,0.5758087293850743,0.08238573616335935,2.256109611044,0.06247310634691123,33.81550701218316,46.57848543965791,0.9941415154460466,3.46374615012659,0.7583086544321596,12.696159926391998,8
7.089638389867312,0.33472818472496996,0.3280706454750547,1.7129931545864339,0.06151667163160809,3.491013250681977,14.230407069094822,0.9959555791907077,3.2245419289285993,1.0934451261681173,9.993563252184806,8
7.049945967483649,0.33310160622751384,0.331406273351477,1.8093513228379257,0.060863162532161764,2.6991459417188963,14.975581940925572,0.9960475962701933,3.221499423728115,1.0809558448540637,10.00957167944256,8
9.203386266752055,0.40078371912350935,0.5054786035099673,1.8769369577800017,0.06912167973241033,7.771799686567789,16.12070243079206,0.9946782645503143,3.21765179963521,0.6839588246360337,12.528633687403891,8
8.527505747331737,0.4003130873782974,0.39310471960946486,1.7826761559628792,0.06727575947065277,5.996196386501702,10.35806694481631,0.9952670705309051,3.351636867151623,0.6728622822691485,11.72519326236909,8
10.728950077378617,0.35711893564203584,0.5326706610085278,2.6364192606477785,0.0661197612135386,5.57959264957054,15.916589728844677,0.9971407760404587,3.1537410331907254,0.6418820202737506,10.958439321742928,8
7.45028189724711,0.36446920467460037,0.28945570809293375,1.7255260495438027,0.07427068443925919,16.604194127374605,22.78919784997997,0.9941872144292261,3.2402066987090263,0.6926727087156589,11.3777728354077,8
12.61405389679871,0.30098789229953116,0.7237961136189928,2.2493639944028936,0.06863068836033501,5.612293062631756,30.098920437356732,0.9986406313118616,2.8722269158631764,0.8203010714550591,9.8501964044926,8
11.325757021101337,0.6225677672057749,0.6753876707297206,5.143821022764083,0.08864767924770423,6.04755895343067,18.400163422299464,0.9988152305042721,3.223942711300278,0.6725100858345336,13.370611921122117,8
10.733093832199632,0.35592965169641066,0.5367355938717367,2.6466721045925965,0.06977293451596235,5.25206895070351,15.835408127471451,0.9971272720536553,3.1484687440338246,0.6602054723850284,10.978624226688963,8
8.611993713707342,0.4307187446802807,0.38296537551859666,2.000755858540698,0.06658828178681361,5.906519266104968,13.158659370599176,0.9951203699177253,3.349831854388042,0.673993414618975,11.618614120042068,8
7.133980533576712,0.3346700572763515,0.33895152238534326,1.661458217284902,0.0638652389149474,3.152773280234832,11.762041055777592,0.9959608461384369,3.2484260865706256,1.0989098582164682,9.998448292710771,8
9.926235500309208,0.26294316012251373,0.5271216223383376,2.097627356308207,0.08045252707781218,42.30740358996743,75.61027207090926,0.9945374133647158,2.9867368636686336,0.6272338753172034,11.818680262040111,8
12.590882406389369,0.3186644492378712,0.7157879653414309,2.2331746560074945,0.07015408820036112,5.257979662944698,26.748911332147337,0.9987002761294446,2.8871841106519684,0.8270429989779328,9.693119352086365,8
8.58904271672309,0.4171946788100447,0.3873062975345242,1.7493135471503738,0.06348387695968287,5.821906716344518,12.512077232208949,0.9952073117872632,3.371088993522485,0.6929998398814788,11.642095951964635,8
10.737286199969876,0.3537704746072891,0.5176576447054457,2.546214684103473,0.07323296563289587,4.729059172013292,15.848158016683156,0.9971900016127251,3.1529811457280137,0.660127995548915,10.923079876910041,8
10.395677746906667,0.3143158416837142,0.44715776866737905,6.55990810024339,0.0776238115937903,4.754425338228385,14.382030857877165,0.9975458245154177,3.2309279507442197,0.8169155945285149,12.642652435903866,8
9.12986800530325,0.41016095346720227,0.5021653806337429,1.8333337690359783,0.0668681590176282,7.212538079610952,13.704180746374934,0.9946378745941925,3.204734909897558,0.6860341560371509,12.396535537942704,8
8.529575162239974,0.40526862268857683,0.37214974082139746,1.7617191851819944,0.06598598582072421,5.736316417127972,9.442894124524894,0.9950742929607245,3.346491901461711,0.6935224876938044,11.695742905801094,8
9.210567729058637,0.30747442405666053,0.5561411998631621,2.7862428708267255,0.0801723587805405,4.952620602206022,18.252909608239364,0.996453185439652,3.1341312291606016,0.928782534227607,11.738838691784311,8
7.833218195537756,0.5401620647310353,0.322906186160821,2.5291272005342114,0.07472683207670057,7.876451286149048,16.34698516987345,0.9923233244609732,3.206127215940198,0.7270405988568598,13.110161765863142,8
7.78323169728514,0.5488348057577797,0.3599597719725545,2.4994103455466448,0.07592268816246325,7.443993126304148,16.848319872258074,0.9923691114914364,3.190179062094229,0.7227461515577549,13.07619679654454,8
9.936567546439713,0.2528567967713566,0.5420774899153298,1.9233882087143424,0.08270966913042666,42.25926571728115,72.89792380516003,0.9945305603316208,2.9869978428354367,0.631985389290763,11.818745073541326,8
10.721041633012925,0.3508234906497413,0.5312302111681788,2.719923920818535,0.07100618160693056,5.420866711039919,17.524801621004208,0.9973496577897171,3.1496664702520523,0.6496903324039656,11.056103649048959,8
7.907329272598414,0.3505548602605439,0.4622689416498933,3.5237314876009065,0.07562752694960496,13.863948756607854,37.499824906406424,0.9973356574158677,3.350992687538263,0.8634980753262352,12.794177859710345,8
8.061381779060332,0.3539707139844644,0.46591029376085774,3.6435871230436256,0.07847564645242601,14.595569416053301,37.402016672571506,0.997306842007791,3.3496715716196768,0.8773647967080809,12.678866168782866,8
8.641955386608686,0.41041316779426473,0.3995632509685961,1.795070978314211,0.0652444564884805,6.18458917389588,10.046210664069934,0.995095300815634,3.3607445933311832,0.6879300377616808,11.762096100007213,8
7.965810205599604,0.5758223642930607,0.07471340337706395,2.266256705640172,0.06398318741669241,33.26405503506477,45.83773858992863,0.9942449795681481,3.469375374109957,0.736889679875317,12.72165562770365,8
5.662109492784767,0.8331071782776804,0.06280938000741283,1.472495793888203,0.04071223343014979,12.408833485254288,86.34256062339139,0.9923747504136794,3.5597760391519704,0.8162363183394128,12.898210460410702,8
10.794293077354505,0.34388819941621884,0.542180218655285,2.501184700417259,0.06900123397994674,5.548124671349706,14.899921882663419,0.9970574502009949,3.143031086208032,0.6533226518951528,10.892855402249475,8
9.368829520614709,0.2856985733855225,0.5593513406485141,2.639991980653561,0.07858600075762691,5.915368944326314,14.719258699826863,0.9963817698139528,3.15716181794646,0.9018944166166345,11.68386052835465,8
4.9066794163379,0.42757950440010684,0.2388392101042403,2.015181954246153,0.062329549405109895,18.59573681816092,49.738505718738786,0.9917178939278702,3.712445274567943,0.7388474719545203,13.952633816857311,8
7.761008062284399,0.573661823171371,0.059664843763074224,2.2906568818366515,0.0648536961780342,32.79304377824255,46.778146467586694,0.994093514033928,3.447947002043082,0.7475148629898399,12.634195311603367,8
11.298969137309607,0.6241734677213547,0.6578377133345893,5.108526302554762,0.08630244126449246,6.4252171126035496,19.378682029245734,0.9987889565401525,3.2238631162670424,0.6855094913343569,13.392617639268764,8
7.845444721048616,0.36348198981489094,0.46507269973115034,3.4843398163061536,0.07794456946386587,16.046052250998535,36.26196146614051,0.9972933202250951,3.359445509140856,0.8615932149313069,12.771002437544547,8
9.01305129064029,0.39710863900012733,0.5117382295344585,1.9305411038858233,0.06574356427312805,7.9379826679995995,16.182323170775984,0.9946147756389271,3.206859854491402,0.7079996862350209,12.47456611637998,8
7.936202141156511,0.545578663523534,0.3471257126645757,2.531307067446004,0.07106985296022347,7.898152948470967,17.173081678473945,0.9924653721671443,3.203135746511719,0.7228296559788708,13.140016206857924,8
7.112681768489668,0.3306042078598007,0.3292597468833651,1.7013283590795067,0.060213234916637014,2.429226021338705,13.11036425371039,0.9958774403521444,3.226777773276473,1.0808919077626973,10.013827289139522,8
7.66681700580925,0.5692108187917355,0.10882892465566119,2.4484329945964807,0.06568772091091586,34.437544333398826,45.29622781762321,0.9943600504130107,3.4655967592777106,0.727968970954524,12.673191026498621,8
7.302547392849308,0.37195767238402583,0.309827427747931,1.869107458530619,0.0734201546843148,16.933728380405253,22.262744254693143,0.9941869316753771,3.2484884681665718,0.6978581027777854,11.366327139211341,8
7.379646345277372,0.3790524561503715,0.29614962714629683,1.9196308658999495,0.07186677394258256,17.24975856681638,24.177966714296065,0.9942442183357819,3.2379623173390484,0.6931406765841207,11.37539066281482,8
7.8139391804861935,0.5360514044093703,0.36133411883548655,2.420216603477179,0.07540670460808573,8.158146443286526,14.067950126420806,0.9923619457694347,3.1920342098479764,0.7208822045135794,13.08661245739103,8
10.680190508136734,0.3576298397680359,0.5192829623338018,2.517685162591983,0.0691924771289118,5.04858161626571,16.96154889403076,0.9970387102487763,3.13870536749692,0.6474862813119726,11.031599026277217,8
10.352148281913045,0.3229204194498138,0.43561007245728567,6.44172396649949,0.07492323681315469,5.537258083507205,11.157915605972542,0.9975012671959359,3.2371757659984977,0.8299504901347708,12.543594085212296,8
5.649890085870476,0.8530301971480574,0.04588292538551014,1.4280266497595573,0.04678502290942398,12.556666116180072,89.96711509860043,0.9923510085913179,3.5511895461796437,0.8106872927662264,12.978906334405035,8
7.342607606567925,0.36226206327155447,0.2925829060516353,1.8844967581655632,0.07263370634971567,16.726967024837094,19.91536172137365,0.9942828589996522,3.2428838633032737,0.6982293362823905,11.4316380783846,8
11.186753337684783,0.6169518148176475,0.6664321266553005,5.089733088399679,0.08587674484925469,5.517799726596383,21.797038599733973,0.9986706409256217,3.2260263162130003,0.6918539415237055,13.251869135832548,8
7.350007395402965,0.32719181421478705,0.30780279485060735,1.847574223275398,0.07468189270806558,15.69455307077749,21.261768270418173,0.9941100348830816,3.236114000295407,0.7029110177370121,11.4046176728877,8
7.45694241759778,0.37404590864876497,0.2996677875991558,1.8668900791522827,0.07504838039505358,16.81917793588988,21.995572456183428,0.9942054046279857,3.238711564144609,0.7012527398500725,11.456307258214187,8
7.4772262393373365,0.3536421089542707,0.29991888393643445,1.863299918276662,0.07808000543016637,16.428886829400742,24.49955901718762,0.9942341864758252,3.24774440054586,0.6794237731255622,11.421030261670422,8
10.330648309800795,0.31778937387396944,0.450575022296493,6.3725010796554775,0.07293050791395675,5.218973175226156,14.033530766125544,0.9976413704315826,3.2237350308203157,0.820710759998155,12.577691004694689,8
10.404344108749056,0.31798397501237813,0.4273927931613881,6.435066521575337,0.07588544757144221,4.824555368029575,12.526619583573945,0.9975080487992218,3.2229480834210134,0.8187135609970457,12.596694734798541,8
11.450180322847121,0.6128269716089267,0.6551855598093961,5.14755341216348,0.08313593687260878,5.881199571284674,20.491051356864027,0.9986506743284629,3.218183042483281,0.6973737462322241,13.40964769274755,8
7.858031900706199,0.35219857348672257,0.4562328783290782,3.580192249162538,0.0764256833640674,15.424141462175225,35.66939811086492,0.9973503728901336,3.3599061432637827,0.8661693547270507,12.841637243050386,8
8.029107261021341,0.3495944718278893,0.45175883074412,3.529481141997563,0.07272698457788956,15.207511350199223,36.33233567252935,0.9974339194943712,3.3624860903691545,0.8620552091901547,12.723438737822846,8
10.277371406901365,0.3134425737836679,0.4477338537846707,6.34870229483559,0.07337355211064302,4.939045370364858,12.495394721022002,0.9975677329947562,3.2292342522446527,0.8226723374017195,12.56726652716915,8
7.9885733396183,0.5413663472415441,0.3537279205726904,2.483707166412149,0.07759863506239634,8.880927240414726,16.100638100272782,0.9922430337908869,3.194479764480002,0.7315403509205318,13.188652438970479,8
9.461539157799136,0.29969757101224387,0.5592721201268108,2.7668049741001846,0.0736911550472959,6.3855820610177565,13.769056651063133,0.9963598294650198,3.1582488202419534,0.9298158729918818,11.701782552599187,8
12.428293483843097,0.3184911758120329,0.7070733897696001,2.148693794616146,0.07246484950362582,5.782769463538811,28.95879496571381,0.998736823514735,2.8670599285285587,0.8223495028350741,9.882664505660284,8
9.916083665743542,0.2477333986128344,0.5322460004057279,1.812126851342974,0.08449170056010989,41.80607083980218,73.80788661230365,0.9944882137379981,2.9819194336730908,0.6483075934065085,11.961530353688426,8
7.293931766865318,0.35262942657004237,0.31672400512178067,1.9326008407460544,0.07535104377591535,17.411820786239133,25.80104747073042,0.9943214964152728,3.239659589927542,0.6946393843308856,11.373379306769248,8
9.245230123476118,0.30663760886887675,0.5749829287861757,2.7661540922638905,0.0770476064987268,6.105959191592799,14.851897641701095,0.9964864346812304,3.1600295148150406,0.9098842055394553,11.63522317215343,8
11.376368058188442,0.6141453503061585,0.6758257907371187,5.222310849232855,0.08790871192818438,5.41434707512921,17.931903771287136,0.9988172256285056,3.2308139264281466,0.6899075155532176,13.385633919598348,8
10.479671781322681,0.31173245467731614,0.43472387297188186,6.281065901207198,0.07302297134437523,5.467365342070122,15.010368650595275,0.9974173766225165,3.222693692454646,0.8168101516582492,12.659459102475182,8
9.37762127428282,0.2945979135644296,0.5629995788430648,2.891798380028851,0.08145917916040832,6.6567322286917605,17.489923582150215,0.9963353108321905,3.151299809205197,0.8989623932254469,11.767028320946135,8
10.074183071088866,0.259075886621643,0.5437513402460983,1.9113026823700592,0.08268927661181096,42.617114439254436,74.91770980535581,0.9944587895842634,2.975576780378718,0.6244330097844244,11.922921416986519,8
7.328938952241674,0.3791106605643415,0.3102497022047863,1.9699871174452463,0.05694072148294628,15.805875788034957,29.757436965185242,0.9946502318300229,3.2277261802122257,0.7629319304923661,11.298008700959038,8
7.218093501990168,0.3780785515397475,0.3044271003915292,1.970577637179815,0.058738529175800185,16.080873603949996,29.764850450487003,0.9947378314572123,3.234785876160067,0.7595048292532451,11.32640545465488,8
7.897801573212258,0.34058701828111937,0.45645461893674916,3.6587857455873047,0.07749630155495738,15.903667478955075,40.041968020345024,0.9973197583863895,3.3474039625319536,0.8533741872607644,12.761490932619303,8
